Country,Year,Defense_Percentage,Education_Percentage,Health_Percentage,Interest_Payments_Percentage,Total_Budget_Billions_USD,Infrastructure_Percentage,Agriculture_Percentage,State_Transfers_Percentage,Social_Welfare_Percentage,Administration_and_Others_Percentage,Defense_Amount_Billions_USD,Education_Amount_Billions_USD,Health_Amount_Billions_USD,Interest_Payments_Amount_Billions_USD,Infrastructure_Amount_Billions_USD,Agriculture_Amount_Billions_USD,State_Transfers_Amount_Billions_USD,Social_Welfare_Amount_Billions_USD,Administration_and_Others_Amount_Billions_USD,Total_Social_Spending,Development_Spending,Governance_Spending,Social_Spending_%,Development_Spending_%,Governance_Spending_%,Total_Allocated,Budget_Remaining
Australia,1960,7.04,13.25,14.6,5.0,4.887,9.02,6.01,12.02,21.04,12.02,0.344,0.648,0.713,0.244,0.441,0.294,0.587,1.028,0.587,2.3890000000000002,0.735,1.1749999999999998,48.88479639860856,15.039901780233272,24.043380396971557,4.885999999999999,0.001000000000000334
Australia,1961,7.04,13.25,14.6,5.0,5.169,9.02,6.01,12.02,21.04,12.02,0.364,0.685,0.755,0.258,0.466,0.311,0.621,1.088,0.621,2.528,0.777,1.2429999999999999,48.906945250532026,15.031921067904818,24.04720448829561,5.1690000000000005,-8.881784197001252e-16
Australia,1962,7.04,13.25,14.6,5.0,5.233,9.02,6.01,12.02,21.04,12.02,0.368,0.693,0.764,0.262,0.472,0.314,0.629,1.101,0.629,2.558,0.786,1.259,48.88209440091725,15.02006497229123,24.05885725205427,5.231999999999999,0.001000000000000334
Australia,1963,7.04,13.25,14.6,5.0,5.657,9.02,6.01,12.02,21.04,12.02,0.398,0.75,0.826,0.283,0.51,0.34,0.68,1.19,0.68,2.766,0.8500000000000001,1.361,48.8951741205586,15.025631960403041,24.058688350715926,5.657,0.0
Australia,1964,7.04,13.25,14.6,5.0,6.251,9.02,6.01,12.02,21.04,12.02,0.44,0.828,0.913,0.313,0.564,0.376,0.751,1.315,0.751,3.056,0.94,1.504,48.88817789153735,15.037593984962406,24.06015037593985,6.251,0.0
Australia,1965,7.04,13.25,14.6,5.0,6.822,9.02,6.01,12.02,21.04,12.02,0.48,0.904,0.996,0.341,0.615,0.41,0.82,1.435,0.82,3.335,1.025,1.6409999999999998,48.885957197302844,15.024919378481382,24.054529463500437,6.8210000000000015,0.0009999999999985576
Australia,1966,7.04,13.25,14.6,5.0,7.172,9.02,6.01,12.02,21.04,12.02,0.505,0.95,1.047,0.359,0.647,0.431,0.862,1.509,0.862,3.506,1.078,1.726,48.884551031790295,15.030674846625768,24.06581148912437,7.172000000000001,-8.881784197001252e-16
Australia,1967,7.04,13.25,14.6,5.0,7.995,9.02,6.01,12.02,21.04,12.02,0.563,1.059,1.167,0.4,0.721,0.48,0.961,1.682,0.961,3.908,1.201,1.924,48.88055034396498,15.021888680425267,24.0650406504065,7.994,0.001000000000000334
Australia,1968,7.04,13.25,14.6,5.0,8.592,9.02,6.01,12.02,21.04,12.02,0.605,1.138,1.254,0.43,0.775,0.516,1.033,1.808,1.033,4.2,1.291,2.068,48.882681564245814,15.025605214152698,24.068901303538173,8.591999999999999,1.7763568394002505e-15
Australia,1969,7.04,13.25,14.6,5.0,9.634,9.02,6.01,12.02,21.04,12.02,0.678,1.277,1.407,0.482,0.869,0.579,1.158,2.027,1.158,4.711,1.448,2.3179999999999996,48.89973012248288,15.030101723064146,24.060618642308487,9.635,-0.0009999999999994458
Australia,1970,7.04,13.25,14.6,5.0,10.855,9.02,6.01,12.02,21.04,12.02,0.764,1.438,1.585,0.543,0.979,0.652,1.305,2.284,1.305,5.3069999999999995,1.631,2.612,48.88991248272685,15.025333947489635,24.06264394288346,10.855,0.0
Australia,1971,7.04,13.25,14.6,5.0,11.875,9.02,6.01,12.02,21.04,12.02,0.836,1.573,1.734,0.594,1.071,0.714,1.427,2.499,1.427,5.806,1.785,2.8569999999999998,48.89263157894737,15.031578947368422,24.05894736842105,11.875,0.0
Australia,1972,7.04,13.25,14.6,5.0,13.667,9.02,6.01,12.02,21.04,12.02,0.962,1.811,1.995,0.683,1.233,0.821,1.643,2.876,1.643,6.682,2.0540000000000003,3.2880000000000003,48.891490451452405,15.028901734104046,24.05794980610229,13.667,0.0
Australia,1973,7.04,13.25,14.6,5.0,17.138,9.02,6.01,12.02,21.04,12.02,1.206,2.271,2.502,0.857,1.546,1.03,2.06,3.606,2.06,8.379,2.576,4.123,48.89135254988913,15.030925428871514,24.057649667405766,17.137999999999998,3.552713678800501e-15
Australia,1974,7.04,13.25,14.6,5.0,23.473,9.02,6.01,12.02,21.04,12.02,1.653,3.11,3.427,1.174,2.117,1.411,2.821,4.939,2.821,11.475999999999999,3.528,5.648,48.89021428875729,15.03003450773229,24.061687896732415,23.473,0.0
Australia,1975,7.04,13.25,14.6,5.0,30.103,9.02,6.01,12.02,21.04,12.02,2.119,3.989,4.395,1.505,2.715,1.809,3.618,6.334,3.618,14.718,4.524,7.242,48.89213699631266,15.028402484802179,24.057402916652823,30.101999999999997,0.0010000000000047748
Australia,1976,7.04,13.25,14.6,5.0,36.129,9.02,6.01,12.02,21.04,12.02,2.543,4.787,5.275,1.806,3.259,2.171,4.343,7.602,4.343,17.664,5.43,8.692,48.89147222452878,15.029477704890809,24.058235766281935,36.129000000000005,-7.105427357601002e-15
Australia,1977,7.04,13.25,14.6,5.0,37.905,9.02,6.01,12.02,21.04,12.02,2.669,5.022,5.534,1.895,3.419,2.278,4.556,7.975,4.556,18.531,5.697,9.12,48.888009497427774,15.029679461812426,24.060150375939845,37.903999999999996,0.0010000000000047748
Australia,1978,7.04,13.25,14.6,5.0,42.219,9.02,6.01,12.02,21.04,12.02,2.972,5.594,6.164,2.111,3.808,2.537,5.075,8.883,5.075,20.641,6.345,10.158000000000001,48.890310049977494,15.028778512044338,24.06025723015704,42.219,0.0
Australia,1979,7.04,13.25,14.6,5.0,46.496,9.02,6.01,12.02,21.04,12.02,3.273,6.161,6.788,2.325,4.194,2.794,5.589,9.783,5.589,22.732,6.9879999999999995,11.187000000000001,48.890227116311074,15.029249827942188,24.06013420509291,46.496,0.0
Australia,1980,7.04,13.25,14.6,5.0,50.962,9.02,6.01,12.02,21.04,12.02,3.588,6.752,7.44,2.548,4.597,3.063,6.126,10.722,6.126,24.914,7.66,12.262,48.88740630273537,15.03080726816059,24.061065107334876,50.962,0.0
Australia,1981,7.04,13.25,14.6,5.0,60.608,9.02,6.01,12.02,21.04,12.02,4.267,8.031,8.849,3.03,5.467,3.643,7.285,12.752,7.285,29.632000000000005,9.11,14.581999999999999,48.89123548046464,15.031019007391762,24.05953009503696,60.60900000000001,-0.0010000000000118803
Australia,1982,7.04,13.25,14.6,5.0,65.728,9.02,6.01,12.02,21.04,12.02,4.627,8.709,9.596,3.286,5.929,3.95,7.9,13.829,7.9,32.134,9.879000000000001,15.813,48.88936222005843,15.030124148003898,24.0582400194742,65.726,0.001999999999995339
Australia,1983,7.04,13.25,14.6,5.0,65.928,9.02,6.01,12.02,21.04,12.02,4.641,8.735,9.625,3.296,5.947,3.962,7.924,13.871,7.924,32.231,9.909,15.861,48.88818104598957,15.030032763014198,24.058063341827452,65.92500000000001,0.002999999999985903
Australia,1984,7.04,13.25,14.6,5.0,74.498,9.02,6.01,12.02,21.04,12.02,5.245,9.871,10.877,3.725,6.72,4.477,8.955,15.674,8.955,36.422,11.197,17.925,48.88990308464656,15.029933689495017,24.061048618754867,74.49900000000001,-0.0010000000000047748
Australia,1985,7.04,13.25,14.6,5.0,69.413,9.02,6.01,12.02,21.04,12.02,4.887,9.197,10.134,3.471,6.261,4.172,8.343,14.604,8.343,33.935,10.433,16.701,48.888536729431095,15.03032573149122,24.06033451947042,69.412,0.000999999999990564
Australia,1986,7.04,13.25,14.6,5.0,69.331,9.02,6.01,12.02,21.04,12.02,4.881,9.186,10.122,3.467,6.254,4.167,8.334,14.587,8.334,33.894999999999996,10.421,16.682,48.888664522363726,15.030794305577592,24.06138668128254,69.33200000000001,-0.0010000000000047748
Australia,1987,7.04,13.25,14.6,5.0,70.801,9.02,6.01,12.02,21.04,12.02,4.984,9.381,10.337,3.54,6.386,4.255,8.51,14.896,8.51,34.614000000000004,10.641,17.034,48.88913998389854,15.029448736599765,24.058982217765283,70.799,0.001999999999995339
Australia,1988,7.04,13.25,14.6,5.0,83.098,9.02,6.01,12.02,21.04,12.02,5.85,11.011,12.132,4.155,7.495,4.994,9.988,17.484,9.988,40.627,12.489,19.993,48.89046667789839,15.029242581048882,24.059544152687188,83.097,0.0010000000000047748
Australia,1989,6.92,13.35,14.6,5.0,96.741,9.02,6.01,12.03,21.05,12.03,6.694,12.915,14.124,4.837,8.726,5.814,11.638,20.364,11.638,47.403000000000006,14.540000000000001,23.169,48.99990696809006,15.02982189557685,23.949514683536457,96.75,-0.009000000000000341
Australia,1990,6.79,13.59,14.6,5.0,98.799,9.0,6.0,12.0,21.01,12.0,6.708,13.427,14.425,4.94,8.892,5.928,11.856,20.758,11.856,48.61,14.82,23.504,49.20090284314618,15.000151823399023,23.789714470794237,98.78999999999998,0.009000000000028763
Australia,1991,6.55,14.07,14.6,5.0,109.814,8.97,5.98,11.96,20.92,11.96,7.193,15.451,16.033,5.491,9.85,6.567,13.134,22.973,13.134,54.457,16.417,25.817999999999998,49.590216183728856,14.949824248274357,23.510663485530078,109.826,-0.012000000000000455
Australia,1992,6.36,13.2,14.6,5.0,115.679,9.12,6.08,12.17,21.29,12.17,7.357,15.27,16.889,5.784,10.55,7.033,14.078,24.628,14.078,56.787,17.583000000000002,27.218999999999998,49.09015465209761,15.199820192083266,23.529767719292177,115.667,0.012000000000000455
Australia,1993,6.38,15.02,14.6,5.0,113.336,8.85,5.9,11.8,20.65,11.8,7.231,17.023,16.547,5.667,10.03,6.687,13.374,23.404,13.374,56.974000000000004,16.717,26.272,50.2699936472083,14.749947060069173,23.180631043975435,113.33699999999999,-0.000999999999990564
Australia,1994,6.26,14.3,14.6,5.0,117.79,8.98,5.98,11.97,20.94,11.97,7.374,16.844,17.197,5.889,10.578,7.044,14.099,24.665,14.099,58.705999999999996,17.622,27.362,49.83954495288224,14.960522964598013,23.22947618643348,117.789,0.0010000000000047748
Australia,1995,6.0,12.17,14.6,5.0,135.914,9.33,6.22,12.45,21.78,12.45,8.155,16.541,19.843,6.796,12.681,8.454,16.921,29.602,16.921,65.986,21.134999999999998,31.872,48.54981826743383,15.550274438247715,23.450122871816003,135.914,0.0
Australia,1996,5.76,12.17,14.6,5.0,143.36,9.37,6.25,12.49,21.86,12.49,8.258,17.447,20.931,7.168,13.433,8.96,17.906,31.339,17.906,69.717,22.393,33.332,48.63071986607142,15.620117187499998,23.250558035714285,143.348,0.012000000000000455
Australia,1997,5.69,12.17,14.6,5.0,150.812,9.38,6.25,12.51,21.89,12.51,8.581,18.354,22.019,7.541,14.146,9.426,18.867,33.013,18.867,73.386,23.572000000000003,34.989000000000004,48.660584038405425,15.630055963716416,23.200408455560567,150.814,-0.001999999999981128
Australia,1998,5.39,12.17,14.6,5.0,123.956,9.43,6.28,12.57,21.99,12.57,6.681,15.085,18.098,6.198,11.689,7.784,15.581,27.258,15.581,60.441,19.473,28.46,48.76004388654039,15.70960663461228,22.95975991480848,123.95500000000001,0.000999999999990564
Australia,1999,5.21,12.17,14.6,5.0,138.837,9.45,6.3,12.6,22.06,12.6,7.233,16.897,20.27,6.942,13.12,8.747,17.494,30.628,17.494,67.795,21.866999999999997,31.669,48.830643128272726,15.750124246418462,22.81020189142664,138.825,0.012000000000000455
Australia,2000,5.18,12.17,14.6,5.0,145.422,9.46,6.3,12.61,22.07,12.61,7.533,17.698,21.232,7.271,13.757,9.162,18.338,32.095,18.338,71.025,22.919,33.142,48.840615587737766,15.760338875823464,22.790224312689965,145.424,-0.0020000000000095497
Australia,2001,5.23,12.17,14.71,5.0,144.52,9.43,6.29,12.58,22.01,12.58,7.558,17.588,21.259,7.226,13.628,9.09,18.181,31.809,18.181,70.656,22.718,32.965,48.89011901466925,15.719623581511208,22.809991696650982,144.52,0.0
Australia,2002,5.35,12.17,15.51,5.0,151.701,9.29,6.2,12.39,21.69,12.39,8.116,18.462,23.529,7.585,14.093,9.405,18.796,32.904,18.796,74.89500000000001,23.497999999999998,34.497,49.370142583107565,15.489680358072789,22.740126960270533,151.68599999999998,0.01500000000001478
Australia,2003,5.28,12.17,15.48,5.0,174.841,9.31,6.21,12.41,21.72,12.41,9.232,21.278,27.065,8.742,16.278,10.858,21.698,37.975,21.698,86.31800000000001,27.136,39.672,49.36942707946077,15.520387094560197,22.69033007132194,174.824,0.016999999999995907
Australia,2004,5.24,12.17,15.95,5.0,228.876,9.25,6.16,12.33,21.58,12.33,11.993,27.854,36.506,11.444,21.171,14.099,28.22,49.391,28.22,113.751,35.269999999999996,51.657000000000004,49.699837466575794,15.410091053670982,22.569863157342844,228.89800000000002,-0.02200000000001978
Australia,2005,5.2,12.17,15.9,5.0,258.531,9.26,6.17,12.35,21.61,12.35,13.444,31.463,41.106,12.927,23.94,15.951,31.929,55.869,31.929,128.438,39.891000000000005,58.3,49.67992233039751,15.429871079290299,22.550487175619168,258.558,-0.026999999999986812
Australia,2006,5.26,12.17,15.94,5.0,270.992,9.24,6.16,12.33,21.57,12.33,14.254,32.98,43.196,13.55,25.04,16.693,33.413,58.453,33.413,134.629,41.733000000000004,61.217,49.68006435614335,15.400085611383362,22.589965755446652,270.99199999999996,5.684341886080802e-14
Australia,2007,5.28,12.17,16.49,5.0,303.966,9.16,6.11,12.21,21.37,12.21,16.049,36.993,50.124,15.198,27.843,18.572,37.114,64.958,37.114,152.075,46.415,68.36099999999999,50.03026654296862,15.269799911832244,22.489686346499276,303.965,0.0010000000000331966
Australia,2008,5.13,12.17,15.61,5.0,373.549,9.31,6.21,12.42,21.73,12.42,19.163,45.461,58.311,18.677,34.777,23.197,46.395,81.172,46.395,184.944,57.974000000000004,84.23500000000001,49.509970579495594,15.519784553030528,22.549919823102197,373.548,0.0009999999999763531
Australia,2009,5.09,12.17,15.88,5.0,357.463,9.28,6.19,12.37,21.65,12.37,18.195,43.503,56.765,17.873,33.173,22.127,44.218,77.391,44.218,177.659,55.3,80.286,49.69996894783515,15.470132573161417,22.459946903595615,357.463,0.0
Australia,2010,5.02,12.17,16.11,5.0,446.149,9.25,6.17,12.34,21.59,12.34,22.397,54.296,71.875,22.307,41.269,27.527,55.055,96.324,55.055,222.495,68.79599999999999,99.759,49.870110658098525,15.419960596123714,22.360018738134567,446.105,0.04399999999998272
Australia,2011,4.84,12.17,16.32,5.0,528.739,9.25,6.17,12.33,21.58,12.33,25.591,64.348,86.29,26.437,48.908,32.623,65.194,114.102,65.194,264.74,81.531,117.222,50.07007237975636,15.419895260232364,22.170106612147013,528.687,0.05200000000002092
Australia,2012,4.57,12.17,16.19,5.0,587.794,9.31,6.21,12.41,21.72,12.41,26.862,71.534,95.164,29.39,54.724,36.502,72.945,127.669,72.945,294.367,91.226,129.197,50.07995998598149,15.520063151376162,21.979979380531276,587.7349999999999,0.059000000000082764
Australia,2013,4.51,12.17,15.4,5.0,593.553,9.44,6.29,12.58,22.02,12.58,26.769,72.235,91.407,29.678,56.031,37.335,74.669,130.7,74.669,294.342,93.366,131.11599999999999,49.589842861547325,15.730019054743217,22.0900239742702,593.4929999999999,0.06000000000005912
Australia,2014,4.82,12.17,17.64,5.0,560.646,9.06,6.04,12.07,21.13,12.07,27.023,68.231,98.898,28.032,50.795,33.863,67.67,118.464,67.67,285.59299999999996,84.658,122.725,50.93998708632541,15.100080978014649,21.88992697709428,560.646,0.0
Australia,2015,5.24,12.17,18.29,5.0,525.937,8.9,5.93,11.86,20.76,11.86,27.559,64.007,96.194,26.297,46.808,31.188,62.376,109.184,62.376,269.385,77.996,116.232,51.220013043387326,14.829913088449755,22.099985359463208,525.9889999999999,-0.05199999999990723
Australia,2016,5.61,12.17,18.54,5.0,473.571,8.8,5.87,11.74,20.54,11.74,26.567,57.634,87.8,23.679,41.674,27.799,55.597,97.271,55.597,242.70499999999998,69.473,105.843,51.24997096528292,14.670028359000023,22.34997497735292,473.61799999999994,-0.04699999999991178
Australia,2017,5.45,12.17,18.58,5.0,513.416,8.82,5.88,11.76,20.58,11.76,27.981,62.483,95.393,25.671,45.283,30.189,60.378,105.661,60.378,263.53700000000003,75.47200000000001,114.03,51.33011047571559,14.699970394378049,22.210059678701093,513.417,-0.0009999999999763531
Australia,2018,5.14,12.17,18.53,5.0,544.611,8.87,5.92,11.83,20.71,11.83,27.993,66.279,100.916,27.231,48.307,32.241,64.428,112.789,64.428,279.984,80.548,119.65199999999999,51.40990541873006,14.790006077732547,21.970176878542663,544.612,-0.0009999999999763531
Australia,2019,4.83,12.17,17.13,5.0,530.158,9.13,6.09,12.17,21.3,12.17,25.607,64.52,90.816,26.508,48.403,32.287,64.52,112.924,64.52,268.26,80.69,116.63499999999999,50.60000980839674,15.219991021544521,22.000045269523422,530.1049999999999,0.05300000000011096
Australia,2020,4.52,12.17,17.06,5.0,584.469,9.19,6.12,12.25,21.44,12.25,26.418,71.13,99.71,29.223,53.713,35.77,71.598,125.31,71.598,296.15,89.483,127.23899999999999,50.66992432447229,15.310136209106043,21.77001688712318,584.47,-0.0009999999999763531
Australia,2021,4.74,12.11,19.29,5.0,738.755,8.83,5.89,11.77,20.6,11.77,35.017,89.463,142.506,36.938,65.232,43.513,86.951,152.183,86.951,384.152,108.745,158.906,51.999918782275586,14.720035735798742,21.50997285974376,738.7539999999999,0.00100000000009004
Australia,2022,5.02,12.64,20.25,5.0,680.151,8.56,5.71,11.42,19.98,11.42,34.144,85.971,137.731,34.008,58.221,38.837,77.673,135.894,77.673,359.596,97.05799999999999,145.82500000000002,52.870024450452924,14.270066499938986,21.440091979575126,680.152,-0.00100000000009004
Australia,2023,5.01,12.64,21.01,5.0,695.724,8.45,5.63,11.27,19.72,11.27,34.856,87.94,146.172,34.786,58.789,39.169,78.408,137.197,78.408,371.30899999999997,97.958,148.05,53.370158281157465,14.080008739097687,21.279990340997294,695.725,-0.0009999999999763531
Australia,2024,4.96,12.64,21.01,5.0,704.778,8.46,5.64,11.28,19.73,11.28,34.957,89.084,148.074,35.239,59.624,39.749,79.499,139.053,79.499,376.211,99.373,149.695,53.38007145512488,14.099900961721278,21.24002168058594,704.778,0.0
Australia,2025,4.96,12.64,21.01,5.0,721.423,8.46,5.64,11.28,19.73,11.28,35.783,91.188,151.571,36.071,61.032,40.688,81.376,142.337,81.376,385.096,101.72,153.23000000000002,53.38005580637157,14.099910870598803,21.239966011618705,721.422,0.0009999999999763531
Australia,2026,4.96,12.64,21.01,5.0,750.28,8.46,5.64,11.28,19.73,11.28,37.214,94.835,157.634,37.514,63.474,42.316,84.632,148.03,84.632,400.499,105.78999999999999,159.36,53.3799381564216,14.100069307458549,21.240070373727143,750.281,-0.0009999999999763531
Bangladesh,1946,10.33,5.26,5.21,18.12,0.297,18.32,9.16,9.16,9.16,15.27,0.031,0.016,0.015,0.054,0.054,0.027,0.027,0.027,0.045,0.057999999999999996,0.081,0.13,19.52861952861953,27.272727272727277,43.77104377104378,0.296,0.0010000000000000009
Bangladesh,1947,10.33,5.26,5.21,18.12,0.311,18.32,9.16,9.16,9.16,15.27,0.032,0.016,0.016,0.056,0.057,0.029,0.029,0.029,0.048,0.061,0.08600000000000001,0.136,19.614147909967844,27.652733118971064,43.729903536977496,0.312,-0.0010000000000000009
Bangladesh,1948,10.33,5.26,5.21,18.12,0.327,18.32,9.16,9.16,9.16,15.27,0.034,0.017,0.017,0.059,0.06,0.03,0.03,0.03,0.05,0.064,0.09,0.14300000000000002,19.571865443425075,27.52293577981651,43.730886850152906,0.327,0.0
Bangladesh,1949,10.33,5.26,5.21,18.12,0.343,18.32,9.16,9.16,9.16,15.27,0.035,0.018,0.018,0.062,0.063,0.031,0.031,0.031,0.052,0.067,0.094,0.149,19.533527696793,27.405247813411076,43.4402332361516,0.341,0.0020000000000000018
Bangladesh,1950,10.33,5.26,5.21,18.12,0.36,18.32,9.16,9.16,9.16,15.27,0.037,0.019,0.019,0.065,0.066,0.033,0.033,0.033,0.055,0.07100000000000001,0.099,0.157,19.722222222222225,27.500000000000004,43.611111111111114,0.36000000000000004,-5.551115123125783e-17
Bangladesh,1951,10.33,5.26,5.21,18.12,0.378,18.32,9.16,9.16,9.16,15.27,0.039,0.02,0.02,0.069,0.069,0.035,0.035,0.035,0.058,0.07500000000000001,0.10400000000000001,0.166,19.841269841269842,27.513227513227516,43.91534391534392,0.38000000000000006,-0.0020000000000000573
Bangladesh,1952,10.33,5.26,5.21,18.12,0.397,18.32,9.16,9.16,9.16,15.27,0.041,0.021,0.021,0.072,0.073,0.036,0.036,0.036,0.061,0.078,0.10899999999999999,0.174,19.64735516372796,27.45591939546599,43.82871536523929,0.3969999999999999,1.1102230246251565e-16
Bangladesh,1953,10.33,5.26,5.21,18.12,0.417,18.32,9.16,9.16,9.16,15.27,0.043,0.022,0.022,0.076,0.076,0.038,0.038,0.038,0.064,0.08199999999999999,0.11399999999999999,0.183,19.664268585131893,27.338129496402875,43.884892086330936,0.4169999999999999,5.551115123125783e-17
Bangladesh,1954,10.33,5.26,5.21,18.12,0.438,18.32,9.16,9.16,9.16,15.27,0.045,0.023,0.023,0.079,0.08,0.04,0.04,0.04,0.067,0.086,0.12,0.191,19.63470319634703,27.397260273972602,43.60730593607306,0.43699999999999994,0.0010000000000000564
Bangladesh,1955,10.33,5.26,5.21,18.12,0.46,18.32,9.16,9.16,9.16,15.27,0.048,0.024,0.024,0.083,0.084,0.042,0.042,0.042,0.07,0.09,0.126,0.201,19.565217391304344,27.391304347826086,43.69565217391305,0.45899999999999996,0.0010000000000000564
Bangladesh,1956,10.33,5.26,5.21,18.12,0.483,18.32,9.16,9.16,9.16,15.27,0.05,0.025,0.025,0.088,0.088,0.044,0.044,0.044,0.074,0.094,0.132,0.212,19.46169772256729,27.32919254658385,43.89233954451346,0.482,0.0010000000000000009
Bangladesh,1957,10.33,5.26,5.21,18.12,0.507,18.32,9.16,9.16,9.16,15.27,0.052,0.027,0.026,0.092,0.093,0.046,0.046,0.046,0.077,0.099,0.139,0.221,19.526627218934912,27.416173570019726,43.58974358974359,0.505,0.0020000000000000018
Bangladesh,1958,10.33,5.26,5.21,18.12,0.532,18.32,9.16,9.16,9.16,15.27,0.055,0.028,0.028,0.096,0.098,0.049,0.049,0.049,0.081,0.10500000000000001,0.14700000000000002,0.232,19.736842105263158,27.631578947368425,43.609022556390975,0.533,-0.0010000000000000009
Bangladesh,1959,10.33,5.26,5.21,18.12,0.559,18.32,9.16,9.16,9.16,15.27,0.058,0.029,0.029,0.101,0.102,0.051,0.051,0.051,0.085,0.109,0.153,0.24400000000000002,19.49910554561717,27.370304114490157,43.64937388193202,0.5569999999999999,0.002000000000000113
Bangladesh,1960,10.33,5.26,5.21,18.12,0.587,18.32,9.16,9.16,9.16,15.27,0.061,0.031,0.031,0.106,0.108,0.054,0.054,0.054,0.09,0.11599999999999999,0.162,0.257,19.761499148211243,27.597955706984674,43.78194207836457,0.589,-0.0020000000000000018
Bangladesh,1961,10.33,5.26,5.21,18.12,0.662,18.32,9.16,9.16,9.16,15.27,0.068,0.035,0.034,0.12,0.121,0.061,0.061,0.061,0.101,0.13,0.182,0.28900000000000003,19.637462235649547,27.492447129909365,43.655589123867074,0.6619999999999999,1.1102230246251565e-16
Bangladesh,1962,10.33,5.26,5.21,18.12,0.698,18.32,9.16,9.16,9.16,15.27,0.072,0.037,0.036,0.126,0.128,0.064,0.064,0.064,0.107,0.137,0.192,0.305,19.627507163323784,27.507163323782237,43.69627507163324,0.698,0.0
Bangladesh,1963,10.33,5.26,5.21,18.12,0.73,18.32,9.16,9.16,9.16,15.27,0.075,0.038,0.038,0.132,0.134,0.067,0.067,0.067,0.112,0.14300000000000002,0.201,0.319,19.589041095890416,27.53424657534247,43.6986301369863,0.7300000000000001,-1.1102230246251565e-16
Bangladesh,1964,10.33,5.26,5.21,18.12,0.74,18.32,9.16,9.16,9.16,15.27,0.076,0.039,0.039,0.134,0.136,0.068,0.068,0.068,0.113,0.14600000000000002,0.20400000000000001,0.323,19.729729729729733,27.56756756756757,43.64864864864865,0.7410000000000001,-0.001000000000000112
Bangladesh,1965,10.33,5.26,5.21,18.12,0.811,18.32,9.16,9.16,9.16,15.27,0.084,0.043,0.042,0.147,0.149,0.074,0.074,0.074,0.124,0.15899999999999997,0.22299999999999998,0.355,19.605425400739822,27.496917385943277,43.7731196054254,0.8109999999999998,2.220446049250313e-16
